Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(g.f),Power(W)
15.472,20793,235,29,2003,1995,2501,0.593,12.16,209.00,7.21
15.472,20794,235,29,2004,1997,2502,0.578,12.16,209.00,7.03
15.472,20795,235,29,2001,1996,2502,0.593,12.17,209.00,7.22
15.473,20796,235,29,1999,1997,2504,0.586,12.15,208.00,7.12
15.473,20797,235,29,1999,1998,2503,0.578,12.16,211.00,7.03
15.473,20798,235,29,2000,1999,2504,0.593,12.15,209.00,7.21
15.473,20799,235,29,2001,1998,2504,0.586,12.16,209.00,7.13
15.473,20800,235,29,2001,1998,2503,0.586,12.15,208.00,7.12
15.473,20801,235,29,2000,1997,2502,0.593,12.15,209.00,7.21
15.473,20802,235,29,2002,1997,2501,0.586,12.16,208.00,7.13
15.473,20803,235,29,2001,1995,2499,0.586,12.16,209.00,7.13
15.473,20804,235,29,2004,1995,2500,0.578,12.15,209.00,7.02
15.473,20805,235,29,2003,1995,2499,0.593,12.16,211.00,7.21
15.473,20806,235,29,2003,1996,2499,0.593,12.17,209.00,7.22
15.473,20807,235,29,2003,1996,2499,0.600,12.17,211.00,7.30
15.473,20808,235,29,2002,1996,2501,0.593,12.15,208.00,7.21
15.473,20809,235,29,2003,1997,2503,0.593,12.15,208.00,7.21
15.473,20810,235,29,2001,1998,2502,0.593,12.16,211.00,7.21
15.473,20811,235,29,1999,1998,2502,0.593,12.17,211.00,7.22
15.473,20812,235,29,1998,1997,2504,0.586,12.16,209.00,7.13
15.473,20813,235,29,2000,1999,2504,0.600,12.17,209.00,7.30
15.473,20814,235,29,2000,1998,2503,0.586,12.15,211.00,7.12
15.473,20815,235,29,2000,1998,2503,0.586,12.17,209.00,7.13
15.473,20816,235,29,2001,1999,2503,0.586,12.16,208.00,7.13
15.474,20817,235,29,2002,1997,2501,0.593,12.16,209.00,7.21
15.474,20818,235,29,2001,1996,2501,0.578,12.16,209.00,7.03
15.474,20819,235,29,2003,1995,2499,0.593,12.16,209.00,7.21
15.474,20820,235,29,2003,1994,2500,0.586,12.17,209.00,7.13
15.474,20821,235,29,2001,1994,2500,0.586,12.17,209.00,7.13
15.474,20822,235,29,2001,1995,2498,0.600,12.17,212.00,7.30
15.474,20823,235,29,2001,1995,2500,0.586,12.16,211.00,7.13
15.474,20824,235,28,2003,1997,2502,0.600,12.18,209.00,7.31
15.474,20825,235,28,2001,1999,2504,0.586,12.15,208.00,7.12
15.474,20826,235,28,1999,1998,2504,0.600,12.17,209.00,7.30
15.474,20827,235,28,1999,1999,2505,0.571,12.16,209.00,6.94
15.474,20828,235,28,1999,1998,2505,0.578,12.16,208.00,7.03
15.474,20829,235,28,2000,1997,2506,0.586,12.16,206.00,7.13
15.474,20830,235,28,2000,1998,2503,0.571,12.15,208.00,6.94
15.474,20831,235,28,2001,1997,2502,0.600,12.16,209.00,7.30
15.474,20832,235,28,2001,1997,2500,0.593,12.16,211.00,7.21
15.474,20833,235,28,2003,1996,2500,0.593,12.17,211.00,7.22
15.474,20834,235,28,2003,1995,2500,0.600,12.17,208.00,7.30
15.475,20835,235,28,2003,1995,2501,0.593,12.17,208.00,7.22
15.475,20836,235,28,2001,1994,2500,0.578,12.16,211.00,7.03
15.475,20837,235,28,2001,1995,2501,0.593,12.17,209.00,7.22
15.475,20838,235,28,2003,1996,2501,0.586,12.16,209.00,7.13
15.475,20839,235,28,2002,1996,2501,0.593,12.17,211.00,7.22
15.475,20840,235,28,2001,1998,2501,0.608,12.18,211.00,7.40
15.475,20841,235,28,1999,1998,2502,0.586,12.16,212.00,7.13
15.475,20842,235,28,2000,1999,2504,0.586,12.17,209.00,7.13
15.475,20843,235,28,2001,1999,2505,0.593,12.17,209.00,7.22
15.475,20844,235,28,2002,1999,2503,0.593,12.18,211.00,7.22
15.475,20845,235,28,2001,1997,2502,0.586,12.16,211.00,7.13
15.475,20846,235,28,2002,1999,2502,0.593,12.16,208.00,7.21
15.475,20847,235,28,2001,1998,2501,0.593,12.17,209.00,7.22
15.475,20848,235,28,2005,1998,2500,0.586,12.17,209.00,7.13
15.475,20849,235,28,2004,1996,2498,0.586,12.17,212.00,7.13
15.475,20850,235,28,2004,1995,2498,0.600,12.18,211.00,7.31
15.475,20851,235,28,2001,1993,2500,0.600,12.17,211.00,7.30
15.475,20852,235,28,2003,1996,2500,0.600,12.16,209.00,7.30
15.475,20853,235,28,2003,1996,2502,0.586,12.15,208.00,7.12
15.475,20854,235,28,2001,1998,2502,0.586,12.17,209.00,7.13
15.475,20855,235,28,1999,1997,2504,0.586,12.15,206.00,7.12
15.476,20856,235,28,1998,1997,2502,0.578,12.15,211.00,7.02
15.476,20857,235,28,1999,1998,2504,0.593,12.17,208.00,7.22
15.476,20858,235,28,2001,1999,2504,0.578,12.15,209.00,7.02
15.476,20859,235,28,2003,2000,2504,0.586,12.16,208.00,7.13
15.476,20860,235,28,2001,1997,2503,0.593,12.17,209.00,7.22
15.476,20861,235,28,2000,1996,2503,0.593,12.16,208.00,7.21
15.476,20862,235,28,2000,1995,2501,0.586,12.15,209.00,7.12
15.476,20863,235,28,2003,1997,2500,0.586,12.17,209.00,7.13
15.476,20864,235,28,2003,1995,2498,0.586,12.16,211.00,7.13
15.476,20865,235,28,2002,1995,2498,0.586,12.17,211.00,7.13
15.476,20866,235,28,2002,1996,2501,0.586,12.16,209.00,7.13
15.476,20867,235,28,2002,1995,2500,0.578,12.15,209.00,7.02
15.476,20868,235,28,2002,1994,2502,0.571,12.14,208.00,6.93
15.476,20869,235,28,2001,1996,2502,0.593,12.15,209.00,7.21
15.476,20870,235,28,1999,1997,2502,0.600,12.18,211.00,7.31
15.476,20871,235,28,1999,1999,2503,0.586,12.16,211.00,7.13
15.476,20872,235,28,1999,1998,2505,0.586,12.16,209.00,7.13
15.476,20873,235,28,2002,1999,2505,0.586,12.15,208.00,7.12
15.476,20874,235,28,2001,1999,2504,0.586,12.17,209.00,7.13
15.476,20875,235,28,2001,1998,2504,0.571,12.14,208.00,6.93
15.476,20876,235,28,2001,1998,2502,0.586,12.15,208.00,7.12
15.476,20877,235,28,2002,1997,2502,0.578,12.16,209.00,7.03
15.477,20878,235,28,2002,1994,2501,0.586,12.16,208.00,7.13
15.477,20879,235,28,2003,1995,2498,0.608,12.18,212.00,7.40
15.477,20880,235,28,2001,1993,2499,0.578,12.15,211.00,7.02
15.477,20881,235,28,2003,1996,2498,0.586,12.16,211.00,7.13
15.477,20882,235,28,2002,1996,2500,0.586,12.17,209.00,7.13
15.477,20883,235,28,2002,1995,2500,0.593,12.17,211.00,7.22
15.477,20884,235,27,2001,1997,2500,0.600,12.17,211.00,7.30
15.477,20885,235,27,1998,1996,2504,0.578,12.15,208.00,7.02
15.477,20886,235,27,1999,1997,2505,0.578,12.15,208.00,7.02
15.477,20887,235,27,2001,1999,2505,0.586,12.16,208.00,7.13
15.477,20888,235,27,2000,1998,2505,0.593,12.16,209.00,7.21
15.477,20889,235,27,2001,1998,2503,0.600,12.17,211.00,7.30
15.477,20890,235,27,2001,1997,2503,0.586,12.16,211.00,7.13
15.477,20891,235,27,2000,1997,2502,0.586,12.16,211.00,7.13
15.477,20892,235,27,2001,1996,2501,0.586,12.17,211.00,7.13
15.477,20893,235,27,2003,1996,2500,0.593,12.17,209.00,7.22
15.477,20894,235,27,2004,1997,2500,0.586,12.16,209.00,7.13
15.477,20895,235,27,2002,1995,2500,0.600,12.17,209.00,7.30
15.477,20896,235,27,2000,1995,2499,0.593,12.17,211.00,7.22
15.478,20897,235,27,2002,1995,2500,0.593,12.17,209.00,7.22
15.478,20898,235,27,2001,1996,2500,0.586,12.15,211.00,7.12
15.478,20899,235,27,2002,1998,2502,0.593,12.16,209.00,7.21
15.478,20900,235,27,1999,1996,2504,0.593,12.16,208.00,7.21
15.478,20901,235,27,2000,1999,2505,0.586,12.16,208.00,7.13
15.478,20902,235,27,2000,1998,2504,0.593,12.16,209.00,7.21
15.478,20903,235,27,2003,2000,2505,0.578,12.15,208.00,7.02
15.478,20904,235,27,2001,1997,2504,0.593,12.16,209.00,7.21
15.478,20905,235,27,2003,1998,2503,0.586,12.16,209.00,7.13
15.478,20906,235,27,2001,1998,2502,0.593,12.16,209.00,7.21
15.478,20907,235,27,2003,1998,2502,0.586,12.16,209.00,7.13
15.478,20908,235,27,2003,1996,2501,0.593,12.16,208.00,7.21
15.478,20909,235,27,2004,1997,2500,0.586,12.16,208.00,7.13
15.478,20910,235,27,2001,1994,2499,0.593,12.16,209.00,7.21
15.478,20911,235,27,2001,1996,2500,0.586,12.16,208.00,7.13
15.478,20912,235,27,2001,1996,2499,0.593,12.16,211.00,7.21
15.478,20913,235,27,2002,1996,2501,0.586,12.15,208.00,7.12
15.478,20914,235,27,2001,1997,2501,0.586,12.15,209.00,7.12
15.478,20915,235,27,2000,1997,2502,0.593,12.17,209.00,7.22
15.478,20916,235,27,2000,1998,2503,0.600,12.17,211.00,7.30
15.478,20917,235,27,2001,1997,2506,0.586,12.17,208.00,7.13
15.479,20918,235,27,2001,1998,2505,0.593,12.16,208.00,7.21
15.479,20919,235,27,2002,1999,2504,0.586,12.16,209.00,7.13
15.479,20920,235,27,2001,1998,2502,0.600,12.17,212.00,7.30
15.479,20921,235,27,2001,1997,2502,0.593,12.17,209.00,7.22
15.479,20922,235,27,2002,1997,2501,0.586,12.16,209.00,7.13
15.479,20923,235,27,2002,1995,2500,0.593,12.18,209.00,7.22
15.479,20924,235,27,2004,1996,2500,0.586,12.16,208.00,7.13
15.479,20925,235,27,2001,1994,2499,0.586,12.17,211.00,7.13
15.479,20926,235,27,2001,1996,2499,0.586,12.16,211.00,7.13
15.479,20927,235,27,2001,1994,2499,0.564,12.14,211.00,6.85
15.479,20928,235,27,2000,1995,2501,0.586,12.16,208.00,7.13
15.479,20929,235,27,2001,1998,2502,0.586,12.17,209.00,7.13
15.479,20930,235,27,2000,1997,2502,0.600,12.16,211.00,7.30
15.479,20931,235,27,2000,1998,2504,0.586,12.16,208.00,7.13
15.479,20932,235,27,2002,1998,2503,0.586,12.16,211.00,7.13
15.479,20933,235,27,2002,1998,2505,0.593,12.17,208.00,7.22
15.479,20934,235,27,2002,1998,2504,0.593,12.15,208.00,7.21
15.479,20935,235,27,2003,1999,2503,0.586,12.16,211.00,7.13
15.479,20936,235,27,2000,1996,2504,0.586,12.16,208.00,7.13
15.479,20937,235,27,2001,1996,2500,0.586,12.17,211.00,7.13
15.479,20938,235,27,2003,1995,2500,0.600,12.17,209.00,7.30
15.480,20939,235,27,2002,1995,2500,0.578,12.15,209.00,7.02
15.480,20940,235,27,1999,1993,2499,0.578,12.15,211.00,7.02
15.480,20941,235,27,2001,1994,2499,0.586,12.15,209.00,7.12
15.480,20942,235,27,2001,1996,2500,0.586,12.15,208.00,7.12
15.480,20943,235,27,2001,1995,2500,0.593,12.16,211.00,7.21
15.480,20944,235,26,1999,1996,2503,0.578,12.14,208.00,7.02
15.480,20945,235,26,1997,1995,2503,0.571,12.15,208.00,6.94
15.480,20946,235,26,2000,1998,2503,0.593,12.15,209.00,7.21
15.480,20947,235,26,2002,1999,2503,0.593,12.17,212.00,7.22
15.480,20948,235,26,2001,1998,2504,0.578,12.16,211.00,7.03
15.480,20949,235,26,2001,1998,2504,0.593,12.15,209.00,7.21
15.480,20950,235,26,2001,1998,2504,0.578,12.15,208.00,7.02
15.480,20951,235,26,2001,1998,2503,0.586,12.16,209.00,7.13
15.480,20952,235,26,2004,1998,2501,0.578,12.16,209.00,7.03
15.480,20953,235,26,2003,1996,2500,0.586,12.17,211.00,7.13
15.480,20954,235,26,2001,1994,2498,0.586,12.15,211.00,7.12
15.480,20955,235,26,2000,1994,2500,0.586,12.17,209.00,7.13
15.480,20956,235,26,2000,1994,2498,0.586,12.16,211.00,7.13
15.480,20957,235,26,2001,1995,2500,0.578,12.16,208.00,7.03
15.481,20958,235,26,2000,1996,2500,0.586,12.16,211.00,7.13
15.481,20959,235,26,2000,1996,2501,0.586,12.17,209.00,7.13
15.481,20960,235,26,1998,1996,2503,0.578,12.15,208.00,7.02
15.481,20961,235,26,2000,1997,2502,0.586,12.17,212.00,7.13
15.481,20962,235,26,2002,1997,2504,0.578,12.16,209.00,7.03
15.481,20963,235,26,2001,1998,2505,0.571,12.15,208.00,6.94
15.481,20964,235,26,2002,2000,2504,0.578,12.15,209.00,7.02
15.481,20965,235,26,2002,2000,2503,0.586,12.15,209.00,7.12
15.481,20966,235,26,2002,1998,2501,0.593,12.16,211.00,7.21
15.481,20967,235,26,2004,1999,2501,0.593,12.16,208.00,7.21
15.481,20968,235,26,2002,1995,2500,0.586,12.15,209.00,7.12
15.481,20969,235,26,2003,1997,2499,0.600,12.17,211.00,7.30
15.481,20970,235,26,2000,1995,2498,0.593,12.17,209.00,7.22
15.481,20971,235,26,2001,1995,2500,0.571,12.16,209.00,6.94
15.481,20972,235,26,2002,1995,2498,0.593,12.16,211.00,7.21
15.481,20973,235,26,2001,1995,2499,0.600,12.17,211.00,7.30
15.481,20974,235,26,2000,1997,2502,0.593,12.16,209.00,7.21
15.481,20975,235,26,2002,1999,2503,0.586,12.16,209.00,7.13
15.481,20976,235,26,2002,1998,2503,0.593,12.17,211.00,7.22
15.481,20977,235,26,2003,1999,2505,0.586,12.17,209.00,7.13
15.481,20978,235,26,2002,1998,2504,0.586,12.15,211.00,7.12
15.482,20979,235,26,2001,1999,2505,0.586,12.16,208.00,7.13
15.482,20980,235,26,2001,1997,2502,0.593,12.17,211.00,7.22
15.482,20981,235,26,2000,1997,2502,0.593,12.17,209.00,7.22
15.482,20982,235,26,2002,1996,2500,0.593,12.18,211.00,7.22
15.482,20983,235,26,2001,1996,2499,0.608,12.17,211.00,7.40
15.482,20984,235,26,2001,1996,2498,0.593,12.17,211.00,7.22
15.482,20985,235,26,2000,1995,2499,0.586,12.16,209.00,7.13
15.482,20986,235,26,2001,1997,2499,0.593,12.16,209.00,7.21
15.482,20987,235,26,2002,1996,2499,0.593,12.17,211.00,7.22
15.482,20988,235,26,2001,1997,2500,0.586,12.16,209.00,7.13
15.482,20989,235,26,2001,1998,2501,0.586,12.16,209.00,7.13
15.482,20990,235,26,1999,1996,2503,0.593,12.16,209.00,7.21
15.482,21064,235,24,2003,1997,2501,0.593,12.18,211.00,7.22
15.482,21065,235,24,2004,1998,2503,0.600,12.17,209.00,7.30
15.482,21066,235,24,2003,1998,2503,0.586,12.17,212.00,7.13
15.482,21067,235,24,2003,1999,2504,0.600,12.17,209.00,7.30
15.484,21068,235,24,2001,2001,2504,0.593,12.16,211.00,7.21
15.486,21069,235,24,2000,1999,2504,0.600,12.17,211.00,7.30
15.488,21070,235,24,2002,2000,2504,0.586,12.16,209.00,7.13
15.490,21071,235,24,2000,1998,2503,0.578,12.16,209.00,7.03
15.494,21072,235,24,2002,1997,2500,0.600,12.18,212.00,7.31
15.494,21073,235,24,2002,1997,2500,0.593,12.18,212.00,7.22
15.496,21074,235,24,2002,1997,2499,0.586,12.16,209.00,7.13
15.499,21075,235,24,2002,1995,2500,0.600,12.17,208.00,7.30
15.500,21076,235,24,2005,1997,2499,0.593,12.17,211.00,7.22
15.502,21077,235,24,2004,1996,2499,0.593,12.17,211.00,7.22
15.505,21078,235,24,2002,1995,2500,0.593,12.16,212.00,7.21
15.506,21079,235,24,2003,1996,2500,0.593,12.18,211.00,7.22
15.509,21080,235,24,2003,1996,2501,0.586,12.16,212.00,7.13
15.510,21081,235,24,2003,1998,2504,0.600,12.17,209.00,7.30
15.512,21082,235,24,2003,2000,2503,0.586,12.15,211.00,7.12
15.515,21083,235,24,1999,1999,2503,0.600,12.17,211.00,7.30
15.516,21084,235,24,2002,2001,2504,0.600,12.16,211.00,7.30
15.518,21085,235,24,2000,1999,2503,0.593,12.17,211.00,7.22
15.521,21086,235,24,2003,2000,2502,0.593,12.17,209.00,7.22
15.522,21087,235,24,2000,1996,2503,0.586,12.15,208.00,7.12
15.524,21088,235,24,2000,1996,2500,0.593,12.17,209.00,7.22
15.526,21089,235,24,2001,1995,2499,0.593,12.16,211.00,7.21
15.528,21090,235,24,2002,1994,2499,0.586,12.16,212.00,7.13
15.531,21091,235,24,2003,1995,2499,0.600,12.17,211.00,7.30
15.532,21092,235,24,2004,1996,2500,0.586,12.16,209.00,7.13
15.534,21093,235,24,2003,1995,2500,0.593,12.17,211.00,7.22
15.536,21094,235,24,2003,1996,2502,0.593,12.17,211.00,7.22
15.539,21095,235,24,2004,1998,2504,0.586,12.16,208.00,7.13
15.540,21096,235,24,2003,1997,2502,0.593,12.16,211.00,7.21
15.541,21097,235,24,2001,1999,2503,0.593,12.17,212.00,7.22
15.544,21098,235,24,1999,1998,2503,0.578,12.16,212.00,7.03
15.546,21099,235,24,2000,1999,2503,0.586,12.18,211.00,7.14
15.547,21100,235,24,2002,1999,2503,0.593,12.17,211.00,7.22
15.550,21101,235,24,2002,1999,2502,0.593,12.17,211.00,7.22
15.552,21102,235,24,2000,1997,2501,0.593,12.16,211.00,7.21
15.554,21103,235,24,2001,1997,2500,0.586,12.17,211.00,7.13
15.556,21104,235,24,2001,1994,2499,0.586,12.16,211.00,7.13
15.558,21105,235,24,2003,1996,2500,0.586,12.16,209.00,7.13
15.560,21106,235,24,2005,1997,2499,0.593,12.16,211.00,7.21
15.563,21107,235,24,2003,1995,2500,0.586,12.18,211.00,7.14
15.564,21108,235,24,2004,1997,2500,0.600,12.17,209.00,7.30
15.567,21109,235,24,2003,1996,2502,0.578,12.16,211.00,7.03
15.568,21110,235,24,2004,1997,2502,0.593,12.16,211.00,7.21
15.570,21111,235,24,2002,1998,2503,0.578,12.15,211.00,7.02
15.572,21112,235,24,2000,1999,2503,0.586,12.17,211.00,7.13
16.199,21113,235,24,2000,1999,2503,0.593,12.16,211.00,7.21
16.199,21114,235,24,2000,1998,2503,0.578,12.16,212.00,7.03
16.199,21115,235,24,2002,2000,2503,0.586,12.18,211.00,7.14
16.199,21116,235,24,2001,1998,2502,0.593,12.18,211.00,7.22
16.199,21117,235,24,2002,1999,2502,0.586,12.17,209.00,7.13
16.199,21118,235,24,2000,1997,2500,0.593,12.17,212.00,7.22
16.199,21119,235,24,2001,1995,2499,0.593,12.16,211.00,7.21
16.199,21120,235,24,2004,1996,2499,0.593,12.17,212.00,7.22
16.200,21121,235,24,2003,1995,2500,0.586,12.15,208.00,7.12
16.200,21122,235,24,2001,1994,2499,0.586,12.17,211.00,7.13
16.200,21123,235,24,2001,1994,2501,0.593,12.16,209.00,7.21
16.200,21124,235,23,2002,1996,2501,0.586,12.16,209.00,7.13
16.200,21125,235,23,2002,1996,2502,0.586,12.16,212.00,7.13
16.200,21126,235,23,2001,1998,2503,0.593,12.16,209.00,7.21
16.200,21127,235,23,1999,1999,2504,0.593,12.16,211.00,7.21
16.200,21128,235,23,1999,1999,2503,0.586,12.17,212.00,7.13
16.200,21129,235,23,2000,1999,2503,0.600,12.18,211.00,7.31
16.200,21130,235,23,2002,2000,2503,0.593,12.15,209.00,7.21
16.200,21131,235,23,2000,1997,2502,0.586,12.16,211.00,7.13
16.200,21132,235,23,2003,1999,2502,0.593,12.17,211.00,7.22
16.200,21133,235,23,2002,1997,2501,0.586,12.16,211.00,7.13
16.200,21134,235,23,2003,1996,2499,0.593,12.17,212.00,7.22
16.200,21135,235,23,2003,1995,2500,0.593,12.17,209.00,7.22
16.200,21136,235,23,2003,1995,2500,0.593,12.18,209.00,7.22
16.200,21137,235,23,2002,1995,2499,0.600,12.18,211.00,7.31
16.200,21138,235,23,2002,1996,2499,0.593,12.17,212.00,7.22
16.200,21139,235,23,2003,1998,2500,0.600,12.18,211.00,7.31
16.200,21140,235,23,2002,1997,2501,0.600,12.17,211.00,7.30
16.200,21141,235,23,2000,1998,2502,0.593,12.17,211.00,7.22
16.201,21142,235,23,1998,1997,2504,0.593,12.17,209.00,7.22
16.201,21143,235,23,1999,1998,2506,0.586,12.17,208.00,7.13
16.201,21144,235,23,2003,2001,2504,0.586,12.17,211.00,7.13
16.201,21145,235,23,2000,1998,2504,0.586,12.16,208.00,7.13
16.201,21146,235,23,2001,1998,2502,0.593,12.18,211.00,7.22
16.201,21147,235,23,2002,2000,2501,0.593,12.17,211.00,7.22
16.201,21148,235,23,2001,1996,2500,0.593,12.17,211.00,7.22
16.201,21149,235,23,2003,1997,2499,0.600,12.18,212.00,7.31
16.201,21150,235,23,2004,1996,2500,0.578,12.15,209.00,7.02
16.201,21151,235,23,2002,1994,2500,0.578,12.16,209.00,7.03
16.201,21152,235,23,2001,1995,2500,0.593,12.17,209.00,7.22
16.201,21153,235,23,2002,1996,2500,0.593,12.16,211.00,7.21
16.201,21154,235,23,2003,1998,2501,0.593,12.16,209.00,7.21
16.201,21155,235,23,2002,1998,2500,0.593,12.18,212.00,7.22
16.201,21156,235,23,2001,1998,2502,0.600,12.18,212.00,7.31
16.201,21157,235,23,1999,1999,2504,0.586,12.18,209.00,7.14
16.201,21158,235,23,2001,1999,2503,0.593,12.17,211.00,7.22
16.201,21159,235,23,2001,2000,2502,0.593,12.17,212.00,7.22
16.201,21160,235,23,2003,1999,2503,0.586,12.16,211.00,7.13
16.202,21161,235,23,2001,1998,2504,0.586,12.15,208.00,7.12
16.202,21162,235,23,2002,1998,2502,0.586,12.16,209.00,7.13
16.202,21163,235,23,2002,1998,2499,0.593,12.18,212.00,7.22
16.202,21164,235,23,2002,1995,2501,0.586,12.17,209.00,7.13
16.202,21165,235,23,2003,1995,2500,0.593,12.17,209.00,7.22
16.202,21166,235,23,2002,1996,2500,0.586,12.16,211.00,7.13
16.202,21167,235,23,2001,1995,2500,0.578,12.14,211.00,7.02
16.202,21168,235,23,2002,1996,2499,0.593,12.18,211.00,7.22
16.202,21169,235,23,2004,1998,2500,0.600,12.16,211.00,7.30
16.202,21170,235,23,2001,1997,2501,0.586,12.15,211.00,7.12
16.202,21171,235,23,1999,1997,2503,0.586,12.16,209.00,7.13
16.202,21172,235,23,2001,2000,2503,0.600,12.16,211.00,7.30
16.202,21173,235,23,1999,1997,2505,0.578,12.15,209.00,7.02
16.202,21174,235,23,2002,2000,2503,0.593,12.17,212.00,7.22
16.202,21175,235,23,2001,1998,2503,0.586,12.17,212.00,7.13
16.202,21176,235,23,2001,1997,2504,0.593,12.16,209.00,7.21
16.202,21177,235,23,2001,1997,2503,0.593,12.17,209.00,7.22
16.202,21178,235,23,2002,1996,2499,0.586,12.16,212.00,7.13
16.202,21179,235,23,2004,1996,2500,0.593,12.18,212.00,7.22
16.203,21180,235,23,2005,1997,2499,0.600,12.17,211.00,7.30
16.203,21181,235,23,2001,1995,2499,0.593,12.17,211.00,7.22
16.203,21182,235,23,2000,1995,2498,0.593,12.16,212.00,7.21
16.203,21183,235,23,2001,1994,2500,0.586,12.16,209.00,7.13
16.203,21184,235,22,2002,1996,2499,0.600,12.18,212.00,7.31
16.203,21185,235,22,2000,1997,2501,0.593,12.15,211.00,7.21
16.203,21186,235,22,1999,1998,2503,0.578,12.16,209.00,7.03
16.203,21187,235,22,2000,1998,2503,0.586,12.17,211.00,7.13
16.203,21188,235,22,2001,2000,2504,0.586,12.15,211.00,7.12
16.203,21189,235,22,2003,1999,2504,0.593,12.18,211.00,7.22
16.203,21190,235,22,2003,1999,2505,0.586,12.16,209.00,7.13
16.203,21191,235,22,2001,1999,2502,0.586,12.16,212.00,7.13
16.203,21192,235,22,2002,1999,2502,0.578,12.16,211.00,7.03
16.203,21193,235,22,2001,1996,2503,0.586,12.15,209.00,7.12
16.203,21194,235,22,2003,1995,2499,0.578,12.15,212.00,7.02
16.203,21195,235,22,2003,1995,2500,0.586,12.18,211.00,7.14
16.203,21196,235,22,2001,1996,2500,0.586,12.16,209.00,7.13
16.203,21197,235,22,2000,1995,2499,0.593,12.16,211.00,7.21
16.203,21198,235,22,2003,1997,2499,0.593,12.17,211.00,7.22
16.204,21199,235,22,2001,1995,2501,0.600,12.16,209.00,7.30
16.204,21200,235,22,2000,1996,2501,0.593,12.17,211.00,7.22
16.204,21201,235,22,1999,1997,2502,0.586,12.15,211.00,7.12
16.204,21202,235,22,2000,1999,2504,0.593,12.16,211.00,7.21
16.204,21203,235,22,2002,1999,2505,0.593,12.18,209.00,7.22
16.204,21204,235,22,2003,1999,2504,0.593,12.16,209.00,7.21
16.204,21205,235,22,2001,2000,2504,0.593,12.18,211.00,7.22
16.204,21206,235,22,2002,2000,2504,0.593,12.16,209.00,7.21
16.204,21207,235,22,2002,1998,2502,0.586,12.17,211.00,7.13
16.204,21208,235,22,2002,1997,2502,0.593,12.17,209.00,7.22
16.204,21209,235,22,2003,1996,2501,0.586,12.15,209.00,7.12
16.204,21210,235,22,2003,1997,2500,0.600,12.17,209.00,7.30
16.204,21211,235,22,2000,1993,2501,0.586,12.16,209.00,7.13
16.204,21212,235,22,2001,1996,2498,0.593,12.17,212.00,7.22
16.204,21213,235,22,2001,1995,2500,0.586,12.16,211.00,7.13
16.204,21214,235,22,2001,1996,2501,0.586,12.17,209.00,7.13
16.204,21215,235,22,2000,1996,2503,0.586,12.16,208.00,7.13
16.204,21216,235,22,2000,1997,2503,0.593,12.17,211.00,7.22
16.204,21217,235,22,2002,1999,2505,0.586,12.15,209.00,7.12
16.204,21218,235,22,2002,1998,2504,0.593,12.16,211.00,7.21
16.204,21219,235,22,2002,1998,2505,0.586,12.16,209.00,7.13
16.204,21220,235,22,2001,1999,2505,0.593,12.16,208.00,7.21
16.204,21221,235,22,2004,2000,2504,0.586,12.17,209.00,7.13
16.204,21222,235,22,2001,1997,2503,0.586,12.16,208.00,7.13
16.204,21223,235,22,2003,1997,2502,0.586,12.16,208.00,7.13
16.204,21224,235,22,2003,1996,2501,0.593,12.16,209.00,7.21
16.205,21225,235,22,2001,1995,2500,0.593,12.17,211.00,7.22
16.205,21226,235,22,2001,1995,2498,0.586,12.16,211.00,7.13
16.205,21227,235,22,2001,1995,2499,0.593,12.17,211.00,7.22
16.205,21228,235,22,2002,1996,2500,0.586,12.16,209.00,7.13
16.205,21229,235,22,2001,1995,2499,0.593,12.16,212.00,7.21
16.205,21230,235,22,2000,1996,2500,0.608,12.18,212.00,7.40
16.205,21231,235,22,2000,1996,2505,0.586,12.15,208.00,7.12
16.205,21232,235,22,2003,1998,2503,0.586,12.17,211.00,7.13
16.205,21233,235,22,2004,1999,2506,0.593,12.16,208.00,7.21
16.205,21234,235,22,2002,2000,2503,0.586,12.16,212.00,7.13
16.205,21235,235,22,2001,1998,2503,0.600,12.17,211.00,7.30
16.205,21236,235,22,2000,1999,2503,0.586,12.16,209.00,7.13
16.205,21237,235,22,2002,1999,2504,0.600,12.17,208.00,7.30
16.205,21238,235,22,2002,1996,2501,0.593,12.17,211.00,7.22
16.205,21239,235,22,2001,1997,2502,0.593,12.17,208.00,7.22
16.205,21240,235,22,2002,1997,2499,0.600,12.17,211.00,7.30
16.205,21241,235,22,1998,1993,2500,0.586,12.16,208.00,7.13
16.205,21242,235,22,2002,1996,2499,0.586,12.18,211.00,7.14
16.205,21243,235,22,2002,1996,2500,0.586,12.16,211.00,7.13
16.205,21244,235,21,2000,1995,2500,0.593,12.18,211.00,7.22
16.205,21245,235,21,2000,1996,2502,0.586,12.17,209.00,7.13
16.205,21246,235,21,2002,1999,2503,0.586,12.17,209.00,7.13
16.205,21247,235,21,2003,1998,2503,0.586,12.16,211.00,7.13
16.205,21248,235,21,2002,1999,2504,0.600,12.18,211.00,7.31
16.205,21249,235,21,2002,1998,2505,0.586,12.17,209.00,7.13
16.205,21250,235,21,2000,1999,2504,0.593,12.15,209.00,7.21
16.206,21251,235,21,2002,1999,2503,0.586,12.16,212.00,7.13
16.206,21252,235,21,2000,1996,2502,0.578,12.16,211.00,7.03
